erato_petiverana,melpomene_rosina_N
erato_petiverana,melpomene_rosina_S
erato_hydara,melpomene_melpomene
erato_venus,melpomene_vulcanus
erato_cyrbia,melpomene_cythera
erato_notabilis,melpomene_plesseni
erato_etylus,melpomene_ecuadorensis
erato_emma,melpomene_aglaope
erato_favorinus,melpomene_amaryllis
erato_microclea,melpomene_xenoclea
erato_luscombei,melpomene_schunkei
erato_phyllis,melpomene_nanna
